username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Rev Lucretia Mann PhD,895150846958120960,"Alexandria, VA",2023-01-22 06:00:57,"@br_dley1 Welcome! 
“This is the table not of the church, but of Jesus Christ. So come to this table, you who have… https://t.co/4QEAbFNBVP",0,Twitter for iPhone,
Michael Bindner,1019856475,"Rockville, MD",2023-01-22 05:50:56,"To obey Jesus is to find him in the stranger, whether needy or not. If we did this, we would feel his presence now… https://t.co/wnta1xXTdg",0,Twitter Web App,
Michael Bindner,1019856475,"Rockville, MD",2023-01-22 05:50:41,"@RevEd_902 To obey Jesus is to find him in the stranger, whether needy or not. If we did this, we would feel his pr… https://t.co/j5lTNEdwYw",0,Twitter Web App,
Fae She/Her 🏳️‍⚧️,630572987,"Washington, USA",2023-01-22 05:48:11,"My god, why did I wait to play Pentiment? I love this so much 😂 https://t.co/Ia16O23Nfr",0,Twitter for iPhone,
Andrew Desiderio,427630477,"Washington, D.C.",2023-01-22 05:45:16,"As if today can’t get any better: the Sixers, down by 20+ at one point and without Embiid/Harden, just came back to… https://t.co/PDczkSXAY1",0,Twitter for iPhone,
Carli,352159399,"Arlington, VA",2023-01-22 05:36:50,god i love dubstep,0,Twitter for iPhone,
PJ Moran,296039558,"Washington, DC",2023-01-22 05:06:01,Really fun season. Now sign a linebacker on Day 1 of free agency for the love of god. @Giants,0,Twitter for iPhone,
†††,1352041070935371776,"Washington, D.C.",2023-01-22 05:05:56,"@SnotRocket7979 @TransMindful It's not hate, we are trying to tell you guys your minds are filled with crap. You ne… https://t.co/5K0AKOJZKD",0,Twitter for iPhone,
Quancy,73537202,"Washington, USA",2023-01-22 04:55:24,@MuellerSheWrote The silicon chip inside their heads has been switched to overload since 2016. As a result the def-… https://t.co/keLmgDsS4o,6,Twitter Web App,
LeftLaneLois 🧢 Retired Drug Counselor,1216426214212026368,"Washington, USA",2023-01-22 04:51:30,"One step over the line, Sweet Jesus,🎶 One by one they strip our freedoms...🛌GQP in bed with you😭 
Ahh Ahh🎶 keep fal… https://t.co/Z1Mnwc0jPU",0,Twitter Web App,
just a guy in DC,394401688,"Washington,DC",2023-01-22 04:20:25,"@toughtalkty @Shaneese_Jesus *you're

I hate it when bigots aren't grammatically correct.",0,Twitter Web App,
Dawn Slusher,14555801,"Washington, DC",2023-01-22 04:15:40,"@SarahGeringer Prayer keeps me connected to my Rock and my Refuge. When I'm grieving, I am blessed because He promi… https://t.co/i61UCEyRBY",1,Twitter Web App,
Marc Schleifer,339185544,"Washington, DC",2023-01-22 03:44:08,God I love when they spread the running yards around like this #FlyEaglesFly,0,Twitter for iPhone,
"K, cozy crab era 🦀",121218430,"Washington, USA",2023-01-22 03:35:42,@cerealitomagic0 @Luna_de_Maria Oh my god I love them so much 🥹,0,Twitter for iPhone,
ᴉqouǝʞ ɥɔᴉɹ-ᴉqo 𝚕ᴉʌƎ,726276901354897408,"Washington, USA",2023-01-22 03:22:46,"GOOD GOD I HATE OVER THE RANGE MICROWAVES IVE PRACTICALLY DISASSEMBLED THE THING AND I STILL CAN'T GET IT OUT 

AGEJFHFJEJEJEURU",1,Twitter for Android,
Padre Santi Rodriguez,418848427,"Alexandria, VA",2023-01-22 03:10:31,"@stenersonMN Tomorrow ‘s sermon is about Jesus as a person you know, love, and follow - not simply a nice idea. The… https://t.co/T88J3PXFNX",0,Twitter for iPhone,
Sam Sung🇺🇸 (Alpha Male),1604949979554086914,Washington DC,2023-01-22 03:02:35,"Through prayer and the power of Jesus Christ, Donald J. Trump was able to begin the process of saving this great na… https://t.co/I8ypTORjOn",5,Twitter for iPhone,
Steve Repsher,100576159,"Bowie, MD",2023-01-22 02:35:18,"Another time where we need good ol' Jim Ross to chime in:

""For the love of God, just stop the damn match!""",0,TweetDeck,
Daniel Miller,969045835,"Washington, DC",2023-01-22 02:12:34,"Swear to God. If some pompous European badmouths America to me, as they are so prone to do, I’m gonna tell them abo… https://t.co/nzgV5pAwM7",0,Twitter for iPhone,
Jo-abiding parody account,1442139934735798283,washington DC,2023-01-22 02:08:49,"@AlpacaAurelius I'm really into alcohol right now- i love wine with a meal, love cold beer, drink whiskey at night… https://t.co/G7XNxav5AN",0,Twitter Web App,
"Abby Korb, M.A.",1308752616,"Washington, DC",2023-01-22 02:05:15,"Gonna get on my soapbox and say if I pay $100+ to go see a show, a professional show nonetheless, I do not want to… https://t.co/KjvPXKm4LO",0,Twitter for iPhone,
Chris,132459591,"Washington, USA",2023-01-22 02:04:03,Hey Seahawks !! Can we please get a home playoff game for the love of God next season.,0,Twitter for iPhone,
carlos huerta,123116991,District Heights MD,2023-01-22 01:53:40,@clashreport AWESOME. JESUS CHRIST IS THE LORD,0,Twitter for iPad,
J.S. Bailey,1064295540916191233,"Washington, DC",2023-01-22 01:28:07,"@BillyHahn8 May God bless and heal your sister in whatever way she may need, and blessings to you and all the others who love her.",0,Twitter for iPad,
andy 💖 thinking about gay lawyers,1052511002799923200,"Washington, USA",2023-01-22 01:27:04,@majorinsarcasm god i love this so much for him,0,Twitter for iPhone,
KaelArts,3166064574,"Southeast, USA",2023-01-22 01:20:45,"I know it's fake but by God do I love ""influencer at Ratheon middle and defence"" https://t.co/seo8UA4RyP https://t.co/b9SxmgiXS9",0,Twitter for Android,
Sam Sung🇺🇸 (Alpha Male),1604949979554086914,Washington DC,2023-01-22 01:07:34,"Things I will never apologize for (Not in Order):
1. Being an Alpha male
2. Supporting Donald J. Trump
3. My unwave… https://t.co/SLOdJGjbmj",7,Twitter for iPhone,
Khloe,1475584304281444357,"Washington, DC",2023-01-22 01:01:20,G is for God. i love God. i wish i can get to have a better relationship with him.,0,Twitter for iPhone,
Heerak Christian Kim for US Congress (Virginia-8),1199771785148993536,"Arlington, Virginia",2023-01-22 00:52:21,"Pro-homosexual @GOP #establishment &amp; ""#love #gays"" so-called #evangelical #Christianity leaders have betrayed… https://t.co/2sJJSkGS4R",0,Twitter for Android,
Bilo Bickerstaff III,939260114195877888,"Arlington, VA",2023-01-22 00:25:06,Get off my back mom Jesus fucking Christ https://t.co/7ys9NbkrRY,2,Twitter for iPhone,
†††,1352041070935371776,"Washington, D.C.",2023-01-22 00:06:28,"@GordonGChang Dear lord Jesus Christ please help the people in China that got vaxed, help them stay alive for their… https://t.co/jlEuXu6wbM",0,Twitter for iPhone,
Serena 🍂☕️,1108862810094632960,"Washington, USA",2023-01-22 00:06:05,Oh my god I hate how humid Washington is,0,Twitter for iPhone,
Steven Ruiz,442056961,"Washington, DC ",2023-01-21 23:56:31,"for the love of god, double kelce.",9,Twitter Web App,
Amanda Nelson,62989236,"Washington, USA",2023-01-21 23:53:57,@solomonmissouri Jesus the Christ 🤣,0,Twitter for iPhone,
yoruichi shihōin,1192591630899073024,"Washington, DC",2023-01-21 23:46:03,"I went to shabbat today and I asked some girls were one of the elders was and after they replied, I began walked aw… https://t.co/Rq4llrFVNJ",0,Twitter for iPhone,
Big-XQC-Boss,933471278056529920,"Forestville, MD",2023-01-21 23:42:48,@jun_amaki Sweet Jesus your so hot I love you Jun Amaki!! 💙💙😘😘😽😽😻😻,0,Twitter for iPhone,
Stacks202,989747667197607936,"Washington, DC ",2023-01-21 23:42:29,If you do only fans don't stress it Christ great great grandmother Ruth was a prostitute until she met God her life… https://t.co/em24icxXbz,0,Twitter for Android,
The Joshua Fund,1337276034,"McLean, VA",2023-01-21 23:01:12,"How are you preparing for Christ’s return? 

Learn about investing your life, time, and resources to glorify God da… https://t.co/TEs6WGuQzb",0,LaterMedia,
Master of Falcore,87933641,"Washington, DC",2023-01-21 23:01:04,"@FRANKIEGFRANKI1 @GaryGensler For the love of god, STAY HOME! #thisisnottheway #itsatrap",0,Twitter for iPhone,
mariehowimhton@ gmail.com,1457323179261767686,"Gaithersburg, MD",2023-01-21 22:40:45,"@mmpadellan @Jim_Jordan Your Hisband , chieldren, all you possess,whit your health onless you repent and. Ring your… https://t.co/Ijl9pvdEul",0,Twitter for iPhone,
Rachel - Sprina Rising,1245829739123822592,"Falls Church, VA",2023-01-21 22:40:23,@MadScientistFF Being a man of God who strives to live passionately for Christ,0,Twitter for iPhone,
mariehowimhton@ gmail.com,1457323179261767686,"Gaithersburg, MD",2023-01-21 22:33:50,"@mmpadellan @Jim_Jordan JESUS CHRIST is the Lord.
In carnal mined, we can not see hear God, but just The devil, Cor… https://t.co/YpXm7UWNGc",0,Twitter for iPhone,
Bill Hamid,177434419,washington dc,2023-01-21 22:09:07,"I hate the fact I’m commenting on this! Really I do, but If Chrisean is pregnant, that’s God giving her a massive b… https://t.co/S44pcWeDLT",0,Twitter for iPhone,
Luke Gossett,139166095,"Washington, DC",2023-01-21 22:09:03,"who still upholds and rules them
by his eternal counsel and providence,
is my God and Father
for the sake of Christ his Son.",0,Twitter Web App,
Luke Gossett,139166095,"Washington, DC",2023-01-21 22:09:02,"Heidelberg Catechism 
Q. 26 What do you believe when you say,
“I believe in God, the Father Almighty,
Creator of he… https://t.co/z7131XBVeO",0,Twitter Web App,
Heerak Christian Kim for US Congress (Virginia-8),1199771785148993536,"Arlington, Virginia",2023-01-21 22:06:14,"More &amp; more #African #Americans in #USA love #President #DonaldJTrump

That's because many #AfricanAmerican… https://t.co/DQVaeBgxC3",0,Twitter for Android,
FELLUS TIRANOFERAT,1499331880591765505,"Langley, VA",2023-01-21 22:06:05,@JaggedCraft @Official_NAFO Jesus Christ it's so cute I'm gonna explode with rainbow sparkles https://t.co/smvNB01I7s,0,Twitter for Android,
True Independent Patriot 🇺🇸 🦅,1529682349029326848,Washington DC,2023-01-21 22:00:35,"@nafofella6 To much god damn power coursin' through my veins now brother, strength of 100 men, women love me, can s… https://t.co/4eLvWdof7j",0,Twitter Web App,
mariehowimhton@ gmail.com,1457323179261767686,"Gaithersburg, MD",2023-01-21 21:58:09,"@Jim_Jordan Or any body or want what others have Insted  e happy for other person has.
We shoud be as. Cristians as… https://t.co/WeXSfjh8Xm",0,Twitter for iPhone,
&REW,425569185,"Washington, DC",2023-01-21 21:45:54,@RonFilipkowski Jesus would hate Trump 🤣,0,Twitter for iPhone,
Don Wright,3040415520,"Alexandria, VA",2023-01-21 21:44:21,@CatholicLeague So much hate from you. Jesus would be ashamed of you.,0,Twitter for iPhone,
Treysmom,4836892402,Bowie md,2023-01-21 21:36:06,"@NFL Sooo, yall still pushing the Lamar hate? So scared of raw natural ability in a black qb!! It's not going to st… https://t.co/flPo3nxiWV",0,Twitter for Android,
Wendi Johnson Kopacz,708034623507341312,"Reston, VA",2023-01-21 21:23:39,"Absolutely.. they wont let us pray, much less show our passion &amp; love for Jesus.  The same should apply for other ""… https://t.co/GePq64mLaY",0,Twitter for iPhone,
Lionel Mandrake,287792713,Washington DC,2023-01-21 20:48:27,"Look #Twitter if you want to add a ""For You"" option knock yourselves out. But for the love of God don't default to… https://t.co/8MbRhPlUgj",3,Twitter Web App,
Mark A. McCleary,2273454115,"Silver Spring, MD",2023-01-21 20:45:45,Wintley Phipps  - God's love is a mystery,0,Radio.co now playing,
On It,1523070024113549313,"Washington, USA",2023-01-21 20:37:15,"Imagine if #ONEPIECE adapted 2+ chapters an episode… Jesus Christ, it would be at most 535 episodes long right now. Duck dude",0,Twitter for iPad,
Jon Perry,897914672166440961,"Washington, DC",2023-01-21 20:35:38,"@LunaMae656 @Araweel0Returns nah, ur hate is what is trying it. U're parroting the same arguments ppl made about wh… https://t.co/4p1cdxUtZ6",0,Twitter Web App,
OCEAN CHURCH,3268977342,"Hell, Washington",2023-01-21 20:34:56,God I love pink floyd,0,Twitter for Android,
Hyperbole Weekly,166478413,"Washington, USA",2023-01-21 20:33:52,"@GOP What, for the love of God, is your plan to address it?!? I just keep hearing blame, but no new ideas.",0,Twitter for Android,
✨🎆 Violet: San Jose Feb 21-23 🎆✨,1012232602093154304,"Washington, USA",2023-01-21 20:25:43,Jesus Christ could She be any hotter!? https://t.co/68jUd4DlYH,0,Twitter for iPhone,
The Cup,1638508782,"Lanham, MD",2023-01-21 20:18:21,Jimmy Russell &amp; BOC (Because Of Christ) - When Jesus Comes https://t.co/d7BGbKDET8,0,WBGRCUP Playlist,
James Loveland,3019902864,"Washington, USA",2023-01-21 20:01:23,"@RBXNews_ YES. FOR THE LOVE OF GOD, YES.",0,Twitter Web App,
ECWW - Olympia,49743499,Western Washington,2023-01-21 20:00:49,"Almighty God, who chooses those whom the world deems powerless to put the powerful to shame, grant us so to cherish… https://t.co/qm0VKrlzRh",0,Hootsuite Inc.,
donnaperrotta🇺🇦🌻😷😷😷ResistersAreLoyalHeroes,309359928,"Washington, DC",2023-01-21 19:50:52,"@apissedoffnurse God would have nothing to do with these 
religious zealots. Hating people is the best way to hate… https://t.co/yIKPECNPTi",0,Twitter Web App,
Robertashmerta,1239035438012096512,Southwest. ,2023-01-21 19:50:22,"@suededsusan Glory, Love and Reparation to the most Sacred Heart of Jesus. 🌷",0,Twitter for Android,
LAthe2nd,1594095417037291522,"Washington, DC",2023-01-21 19:35:10,"@KeithOlbermann @NBCSports @TonyDungy worse thing mankind ever did was to shove ""GOD"" down our throats. Now, ""God""… https://t.co/18wF4Sdu6J",0,Twitter Web App,
Queer Ministry,1183769373116420096,"Washington, DC",2023-01-21 19:04:25,"I don't know the white man in the sky.

When I say ""God"", I am speaking to
💜The Divine Energy of the Universe
💜The… https://t.co/n17K4qArb6",3,Twitter Web App,
LDS Mount Vernon VA Stake,2490618277,"Alexandria, VA",2023-01-21 19:00:47,“There is no cure for the ills of the world except the gospel of the Lord Jesus Christ.” ~ President Joseph Fieldin… https://t.co/LExKJH9IZO,3,Twitter for iPad,
Michael,2167295345,"Washington, DC",2023-01-21 18:24:07,"We are drawn into Jesus' very Sacred Heart when we receive the Eucharist, and from this heart we are to touch the h… https://t.co/EpJntaxnA5",0,Twitter Web App,
ivan semenyuk,1229888368097390593,"Washington, USA",2023-01-21 18:15:51,"Source of Thoughts: 
God
Devil
Flesh

Understand where they are coming from and take every thought captive into the… https://t.co/MbPbK740y8",2,Twitter for iPhone,
Jeremiah Harding 🦔,19015287,"Washington, USA",2023-01-21 17:28:04,"@ScottBieser Except that Christianity is following Christ, and if that's not what they were doing they weren't Chri… https://t.co/fs4DPpYsTb",0,Twitter Web App,
Living Off My Art,3233611206,"Washington, DC",2023-01-21 17:14:54,"@mandy_nofretete to be the enemy of the other. I love the pure, peaceable, and impartial Christianity of Christ; I… https://t.co/4iYiyJjlKO",0,Twitter for Android,
Catholic Apostolate Center,392904459,"Washington, D.C.",2023-01-21 17:03:43,"#OnTheBlog | ""God is calling us first. God is seeking us first. We are offered the grace of Christ and are called t… https://t.co/1tZ56vtLY8",0,LaterMedia,
Carolina Church,477778815,"Fort Washington, MD",2023-01-21 17:01:01,Is this something you're tempted to just brush past? Take a minute to remind yourself of the reality of the love of… https://t.co/BchJ6l5rSQ,0,Agorapulse app,
Mario Testino🪶⏳🪄,184576904, Nutbush City Limits 📍,2023-01-21 16:58:23,I love @ChriseanMalone so much! It’s like the world is gonna always have an opinion on your life when they aren’t l… https://t.co/PLwtD2yHg9,0,Twitter for iPhone,
"Carol Dallesandro, CoDo Artworks Studio",1163152861,"National Harbor, Maryland",2023-01-21 16:58:04,"@eddsmitty Me either. Add another atrocity to the list against black Americans whose lives are, in this Country, no… https://t.co/wFF46O6PHc",1,Twitter for iPhone,
Account Is Broken!,77012250,"Los Angeles/Washington, DC",2023-01-21 16:57:06,@MarALagoAntifa @VivaLaAmes11 Stop eating babies Jesus Christ.,0,Twitter for Android,
Queer Ministry,1183769373116420096,"Washington, DC",2023-01-21 16:51:41,"I love that when I cry out to God, I am immediately comforted. The way the spirit moved to comfort me in my grief!… https://t.co/F0vqj9ZK3X",0,Twitter Web App,
Dave,85333747,"Herndon, VA",2023-01-21 16:48:41,@WilliamZabka Oh my god!  Not the final season.  We love you all for doing this.  It was the gift we didn’t know we… https://t.co/cMGX7dmeK9,0,Twitter for iPhone,
🇺🇸Chris Filby🇺🇸,22855302,"Falls Church, VA",2023-01-21 16:24:05,"The ""Gospels"" written by authors more than a century after the death of Jesus Christ are ""Inspired Works"" not 1st h… https://t.co/AIafTTgm1Z",0,Twitter for iPhone,
Angel 🌻 🍵🎲,1062237283145773056,"Washington, USA",2023-01-21 16:18:15,@JayHulmePoet Oh my god I love this poem it makes my blood boil and is chilling,0,Twitter for Android,
K M,153307302,DMV,2023-01-21 16:16:46,Jesus Christ. We should not know this much information and not have access to view! This is tortuous 😭 https://t.co/kCy8Lkvwab,0,Twitter for iPhone,
RJ#EndSARS,820971973182365696,"Washington, DC",2023-01-21 16:14:56,@PO_GrassRootM Jesus this is real love.... We are taking over Nigeria. Nigerian youth are wiser now,0,Twitter for Android,
Zeke_gary2,1243587170683596801,"Washington, USA",2023-01-21 16:13:13,"@TrustJesusAlone @polishprincessh Amen and Amen! ""To them God has chosen to make known among the Gentiles the glori… https://t.co/y8vGGbTNhK",0,Twitter for Android,
Joseph Richard,4275241108,"Washington, DC",2023-01-21 16:04:01,@areyousurebruv because God is Love,0,Twitter for iPhone,
cupcake queen 🧁💚,706124973677613056,"Washington, DC",2023-01-21 16:01:59,@CatholicLeague Correct me if I'm wrong (just so know I'm NOT WRONG) but didn't Jesus and God tell us to love EVERY… https://t.co/wvtIwWsW0I,0,Twitter for Android,
International Christian Concern,39288218,"Washington, D.C.",2023-01-21 15:14:30,"We hold onto the love, faith, and joy we have through the goodness of God and His faithfulness to fulfill His promi… https://t.co/KppkNzxROF",11,TweetDeck,
S,99845304,"Washington, DC",2023-01-21 15:00:16,Thanks For The Love God,0,Twitter for iPhone,
Siah💋🦂🪬,1498868325111246848,"Washington, DC",2023-01-21 14:58:50,High &amp;&amp; big on self accountability &amp;&amp; self awareness . Please for the love of god ; practice it . I promise it will change your life .,0,Twitter for iPhone,
Queer Ministry,1183769373116420096,"Washington, DC",2023-01-21 14:49:10,"When God asked me to read the bible, I knew it would be a struggle. Yet, there is an abundance of mercy, grace, and… https://t.co/E0UHkB84P8",0,Twitter Web App,
Bob Scanlon,3213960374,"Brookeville, MD",2023-01-21 14:29:59,"@EWTNNewsInDepth Mother is so right.  Woe to us .  To quote St. Maximilian Kolbe, ""Hate destroys.  Love alone creat… https://t.co/5blPYzYMPr",0,Twitter Web App,
casad'EGAS,1501185587839127554,"Washington, DC",2023-01-21 14:26:47,"@anders_aslund For the love of God would someone, pleeeeease, give Anders a tank.",0,Twitter for Android,
Patrick Tugwell,981566869688680448,"Herndon, VA",2023-01-21 14:19:29,"@PastorMark When you preach hate in the name of Christ, ALL people suffer. I cannot believe a pastor would post thi… https://t.co/1lbCGuz8zB",1,Twitter for iPhone,
PedroYokes,64528895,"Washington, DC",2023-01-21 14:14:37,@basedlayman Jesus Christ the vocal fry here is ELITE lol,0,Twitter for iPhone,
Drew PARODY,39448209,"Washington, DC",2023-01-21 14:01:04,@The_MOE_Dome @JUSTcatmeme Lol Jesus Christ,0,Twitter for Android,
David Vacca,128650315,Washington DC,2023-01-21 13:41:40,@mbardwell_erica @archaeologyart Wikipedia has a little to say about the iconography of Sabazios--apparently the go… https://t.co/WQIJlI1Zhh,0,Twitter Web App,
Memes 4 God,1348258901976887296,"Washington, DC",2023-01-21 13:41:17,@onlinemaestro_ Jesus Christ. No human has ever been termed as King of righteousness and King of peace.  jesus talk… https://t.co/cBIQfLqN1S,0,Twitter for iPhone,
SistersofPerpetualIndulgence,250846730,"Arlington, VA",2023-01-21 13:29:03,"@BishopBurbidge It’s time to stay home and visit Christ House, distribute food at St Lucy’s food pantry, preach a L… https://t.co/avSRR2N5sf",3,Twitter for iPhone,
Azulupei17,1096256184045187072,"Washington, DC",2023-01-21 13:19:58,"@KelthHyena Jesus christ. If I paid that much for a hair cut, I'd hope it was way more than just a trim.",0,Twitter for Android,
Mike Alexander,111130635,"Bowie, Md",2023-01-21 12:56:49,"@Virago06688914 @RitchieTorres I was being indoctrinated at school! With lies about freedom, justice, equality, one… https://t.co/ZIEBVWMNXO",0,Twitter for iPad,
ROrganicR,185456084,"Arlington, VA",2023-01-21 12:48:22,@nataliegwinters @ash_munholland Let the beauty of what you love be what you do…#God Bless America,0,Twitter Web App,
New Hope COG Waldorf,2330556326,"Waldorf, Maryland",2023-01-21 12:32:33,"Consecration and Fast 2023 

Mind, Body, &amp; Spirit Focus

Mind Of Christ – Philippians 2:5

Let this mind be in you,… https://t.co/keFQhCW0ri",0,Twitter for iPhone,
trump fan,1561339957314260993,"Fairfax, VA",2023-01-21 12:16:30,@RitaMcDougald6 Help need in the name of Jesus Christ please 🙏 https://t.co/2cyG5YW5rt,0,Twitter for iPhone,
pastor Lonnie‘s Sanders aka Don Follow Don 23 🙏🌍,1516795638486384640,Washington DC,2023-01-21 12:08:14,@Strictlyirene Happy weekend big hug love feels so good I love you god is love ❤️🙏🎨🎨🎨🎨🎨🎨,0,Twitter for iPhone,
trump fan,1561339957314260993,"Fairfax, VA",2023-01-21 12:02:24,@sscjusa Help need it in the name of Jesus Christ https://t.co/4gKqd0ibak,0,Twitter for iPhone,
Mark A. McCleary,2273454115,"Silver Spring, MD",2023-01-21 11:47:38,Hezekiah Walker and Love Fellowship Crusade Choir    - Jesus is my help,0,Radio.co now playing,
Eric Klanderman,370742746,"Fairfax, VA",2023-01-21 11:38:51,"Lord, teach my neighbors and my church that you value all humanity, that there isn't anyone whom you do not love, a… https://t.co/Sx4bCl3l4v",1,Twitter for iPad,
Chesterbrook UMC,1420064261016113161,"McLean, VA",2023-01-21 11:27:11,To love our neighbors is easy but loving our enemies seems impossible unless we forgive them before they ask for fo… https://t.co/zm7zmjWXPW,1,Twitter for iPhone,
Cothtwit,444266477,"Washington, DC",2023-01-21 11:25:10,@RossKneeDeep @MarkAiton2 Another weird thing is “Christopher Columbus” like “Jesus Christ” wouldn’t recognize that… https://t.co/RzSMgvV2qR,0,Twitter for iPhone,
Seth Kekessie,231509988,"Fairfax, VA",2023-01-21 11:13:14,@JennaEllisEsq @POTUS Jenna - have you every heard the term “trouble with the truth” or this one; “detached from re… https://t.co/UHdKvcFDeZ,0,Twitter for iPhone,
Mark A. McCleary,2273454115,"Silver Spring, MD",2023-01-21 10:55:23,Hezekiah Walker and Love fellowship crusade choir  - Ain't nobody like Jesus,0,Radio.co now playing,
DAGOONWAY🦍,2212692941,"Landover, MD",2023-01-21 10:20:44,I hate how society really makin all this abominable shit acceptable. Y’all really goin against what God clearly told us was right.,0,Twitter for iPhone,
Faitafa Burrell,292083192,Capitol Heights Maryland,2023-01-21 10:17:12,"@seahorsebend I'm so sorry for your loss, may God be with you in every step, sending Prayers, Condolences and love… https://t.co/GiDwue9lY4",0,Twitter for Android,
trump fan,1561339957314260993,"Fairfax, VA",2023-01-21 09:52:56,@bromike_speaks In the name of Jesus Christ please help need it I contacted politicians no one cares please,0,Twitter for iPhone,
sav⁷ vibe 1/13❤️‍🔥,711897553,"Washington, USA",2023-01-21 09:48:58,Water is so fucking top tier honestly best drink. Some crisp ice cold water during a workout? Love. The half empty… https://t.co/NZMDlUz4QS,0,Twitter for iPhone,
💀,1608185028298838016,"Washington, USA",2023-01-21 09:40:49,@DestryBrod Oh good we’re finally talking about this Jesus Christ it’s like all the main stars had to get on a dayt… https://t.co/FumUCjgyzd,0,Twitter for iPhone,
Yolanda Castillo,274798186,"Alexandria, VA ",2023-01-21 09:18:55,"@seahorsebend I am so sorry for your loss. I wish I had the right words to say to you. I have never been married, s… https://t.co/gEVUrr1xoG",0,Twitter for Android,
Elizabeth,940424224321232896,"Washington, DC",2023-01-21 09:18:49,@WhitlockJason He tweeted bs about kids identifying as cats and using litter boxes for the love of God.,0,Twitter for iPhone,
Nova's Peasant,4751110249,"Washington, USA",2023-01-21 09:18:39,"I love this stupid truck with my entire heart, I've never had more fun for $650, but I'd be an absolute fucking lia… https://t.co/e1nf4N4l2N",1,Twitter for Android,
Meredith Grey🦁,1080460761737191425,"Washington, DC ",2023-01-21 08:52:25,"3/ I told him that I had an epiphany 💡the night before, and realized that Light was synonymous with Love. He said,… https://t.co/YBvsvAH5Ht",0,Twitter for Android,
🕯️無為🕯️,1115040266145153029,Alexandria,2023-01-21 08:28:54,"U chased me, courted me for so long and love bombed me just to clown me!!
I really thought that God sent u to me, t… https://t.co/FdwDntoTx6",0,Twitter for Android,
Mark A. McCleary,2273454115,"Silver Spring, MD",2023-01-21 08:11:33,Hezekiah Walker and Love fellowship crusade choir    - Power belongs to God,0,Radio.co now playing,
Spin Wax Events and Radio,900851887867613185,"Washington, DC",2023-01-21 07:23:05,Common - God Is Love (feat. Leon Bridges &amp; Jonathan McReynolds),0,Radio.co now playing,
The Cup,1638508782,"Lanham, MD",2023-01-21 07:04:04,Jimmy Russell &amp; BOC (Because Of Christ) - When Jesus Comes https://t.co/d7BGbKDET8,0,WBGRCUP Playlist,
whatthehell,1014925244170166273,"Washington, DC",2023-01-21 07:01:13,"@POTUS For the Love of God, please stop lying to the American people!!!!  You hate the Average American and LOVE wa… https://t.co/y3puNvA5F8",0,Twitter for iPhone,
DannyTheDramaLlama,1492269786461470721,"Washington, USA",2023-01-21 06:55:45,@CatLadyPilled @BEichenwald @swolling_flyguy At least your moronic friend has a sense of humor.!!! Hahahahahaha the… https://t.co/a1OyaTb7Fr,0,Twitter for iPhone,
BunnyisaCommunist,1604661520931094530,"Washington, DC",2023-01-21 06:42:36,Brits absolutely love KFC and they would have KFCs randomly around like by the post office but it’s like the Britis… https://t.co/6Jg9EdtwWn,0,Twitter for iPhone,
Jase,57251348,"Maryland, USA",2023-01-21 06:23:26,"@SloaneSkylar God, I love you Sloane. Lol.",0,Twitter for Android,
Ginny Robinson,347013006,"Washington, DC",2023-01-21 06:20:18,"Have I told y’all lately that I love you? 💜 

Well, I do.

Every single one of you standing up for truth is a gentl… https://t.co/oCF06sqCac",3,Twitter for iPad,
Kurz,263845771,"Washington, DC",2023-01-21 06:13:35,@contactabrother Gill Jesus christ,0,Twitter for Android,
Dan Enos' Constant,21053670,Washington DC,2023-01-21 05:46:20,god I hate that it was Schroeder most of all,0,TweetDeck,
Pernernerhausen,614872828,"Arlington, VA",2023-01-21 05:43:56,"Oh, what’s the hardcore timeline talking about? This, really this?  God damn, why must I love both hardcore music and wrestling.",0,Twitter for iPhone,
Javy,1446445014,Silver Spring,2023-01-21 05:06:48,This vynil dude that posts on the xbox threads on resetera is the biggest pussy ever jesus christ,0,Twitter for Android,
Mark,131012132,Washington DC,2023-01-21 04:59:40,@CatholicLeague I hate this part of January.  All of the hypocritical and bigoted rhetoric abounds. Pete and Chaste… https://t.co/kyTNpfIG64,0,Twitter for iPhone,
🍆🔺Justin The Photographer 📸🍆,788097306247561216,"Washington, USA",2023-01-21 04:59:31,@Disco0x Jesus Christ man look at those clown shoes,0,Twitter for iPhone,
climate change deniers go in the trash now,443939576,"Washington, DC",2023-01-21 04:46:49,@lukeoneil47 jesus fucking christ we're going to roll back smoking regulations aren't we,0,Twitter Web App,
Lisa Barnes,1355412422,"Alexandria, VA",2023-01-21 04:23:01,@Jim_Jordan Well you all … who….we the people elected better get off your you know what &amp; shut down this clown show… https://t.co/SNEYHLUKWJ,0,Twitter for iPhone,
Lisa Barnes,1355412422,"Alexandria, VA",2023-01-21 04:16:27,@SummmertC Amen. Some agency or someone in some type of power left…for the love of God….pls stand up &amp; do something… https://t.co/jC20Sre44s,0,Twitter for iPhone,
Rockhound151,2444639893,"Washington, USA",2023-01-21 04:05:47,"@Real___iTamara Ahhhhhhh,  page out of my book. 

Troll with love! 

I really like sending something, they just can… https://t.co/OcwBOyeqVo",0,Twitter for Android,
Angelo Parodi,1598174204,"Takoma Park, MD",2023-01-21 03:59:16,"@aliner God, I love this essay, Alina. The weaving of your mother’s ring, Akhmatova, Celan and Bachmann is breathtaking.",0,Twitter for iPhone,
