username,userid,profile_location,created_at,text,retweet_count,source,coordinates
"Kirimae, Queen of Caffeine",48341906,"Ipswich, Brisbane",2023-01-24 05:35:31,@HYP3RSTRIKE jesus fucking christ https://t.co/Jpq4t62Nzy,0,Twitter Web App,
Romans 12:18,229035946,"Brisbane, Australia",2023-01-24 04:42:51,"@clayfrith @ScottyMcYachty @RealBrysonGray Love doesn’t mean acceptance.

A mother can love a daughter in prison.… https://t.co/4y3dyTLPlc",0,Twitter for iPhone,
Debbie Hofstetter,1198767503008137216,"Brisbane, Queensland",2023-01-24 04:39:35,"@JustinaLuther But deep down its, ""for the love of god, buy my book already!!"" Yep that will be me!",0,Twitter Web App,
Jorge Ivan Moncayo,1339483674,Brisbane ,2023-01-24 02:48:10,@dahliabloom Then we will hate everyone Russian people?? Just for be Russians. Oh my god... 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,0,Twitter for Android,
Dr Randy Marsh,1612754164723093505,"Brisbane, Queensland",2023-01-24 02:17:47,@DelcoDev @DavidM_Harris @GoSimmo10 @erikslater_ Oh Jesus Christ your a pissed off Philly fan😂 I should have known,0,Twitter for iPhone,
Amanda,1270118879625277441,"Brisbane, Queensland",2023-01-24 00:41:50,@TaniaAMarshall A whole lotta misogyny! He’s generating enough gaslighting here to cook a Bunnings sausage sizzle.… https://t.co/WeBKscRykE,1,Twitter for iPhone,
COOPS 😎,1248230969070346241,"Brisbane, Queensland",2023-01-24 00:23:56,@deemadigan There is no hate like Christian love.  It’s next level.,0,Twitter for iPhone,
WJS,1611321764,Saint Lucia,2023-01-24 00:16:59,@Cpt_Starly 😂😂😂😂 Josh you have me rolling .. nigga said y’all gone let her live her entire life not knowing love ro… https://t.co/LsjSuLKtQI,0,Twitter for iPhone,
Ben Ceebs,770129845128982528,"Brisbane, Queensland",2023-01-23 22:18:19,"“It’s just a fact in my opinion”
Jesus Christ he’s so fucking dumb https://t.co/63YT6AmY6t",0,Twitter for iPhone,
lore 🫧,4318834646,"Brisbane, Queensland",2023-01-23 21:55:49,"i literally love you 🥹 pls go give my bestie some love, her art is god tier https://t.co/oTaZn8dqBx",0,Twitter for iPhone,
Damien Wool,261138887,Brisbane - Australia,2023-01-23 20:37:03,"“Let joy be your continual feast. Make your life a prayer. And in the midst of everything be always giving thanks,… https://t.co/uRjXdoylCS",0,Twitter for iPhone,
cyberfysh 🐀,77679473,Logan City,2023-01-23 20:33:34,@Askwhyisit @LadyPoop2 As we used to say back in the 70s: Jesus Christ is just like every other man - they say they… https://t.co/ERYEtB5b7D,1,Twitter for Android,
Bradley Larcher,43388866,Saint Lucia,2023-01-23 11:40:30,"Therefore, since we have been justified by faith, we have peace with God through our Lord Jesus Christ.
Romans 5:1… https://t.co/1LjUrfg5KL",0,Twitter for Android,
BarraMundi,1251005000345513985,"Brisbane, Queensland",2023-01-23 11:35:50,"@JamesMartinSJ @SecretaryPete No, he's not married, and you well know it. I can't believe that I have to point this… https://t.co/DXilPWWxb5",0,Twitter for Android,
MAJOR 🥭,20014947,"Brisbane, Australia",2023-01-23 10:32:12,"@TwigulatorG Christian, you’re that guy!!! Much love buddy. ❤️🤝",0,Twitter for iPhone,
Damien Wool,261138887,Brisbane - Australia,2023-01-23 09:24:11,"And the peace of God, which surpasses all understanding, will guard your hearts and your minds in Christ Jesus.
Philippians 4:7 (BSB)",0,Twitter for iPhone,
Murph ☘️,20289645,"Brisbane, Australia.",2023-01-23 07:37:50,"@richardajkeys @qatarairways @britishairways Jesus Christ, I am so so sorry. I very much regret taking the piss out… https://t.co/2Ckmu7Ccji",0,Twitter for Android,
Ruckus,402248206,"Brisbane, Queensland",2023-01-23 06:03:36,"@AnnastaciaMP Jesus Christ, how about a dam outside Toowoomba to service the area instead of dragging it from Wivenhoe Sounds dumb to me",0,Twitter for iPhone,
"🌺 Lin Graydon, Treasure for our hearts",759697188012249089,"Brisbane, Queensland",2023-01-23 04:55:21,039. God IS love! #treasureforourhearts #treasurelifequote #lifequotetreasureforourhearts #lifequote #GodISlove… https://t.co/WTUIGoh3Hh,0,Twitter for iPhone,
Mariella Curmi,1461205402251448325,"Lowood, Queensland, Australia",2023-01-23 03:19:51,"@Miss_EmmyVans @Larchwood20 Where else would they resurrected, but God’s country? Because the land they died in is… https://t.co/NEkRWItCWA",0,Twitter for iPhone,
The Holly and the Kylie,23935607,"Brisbane, Australia",2023-01-23 03:07:52,@rhinoz @caldernet What in the name of Jesus Christ these anti vaxxers both suck and blow,0,Twitter for iPhone,
TyroneBruinsmaFilms,732015494471897088,"Brisbane, Queensland",2023-01-23 03:00:15,@Higgins_J hence why Christian Libertarians are a dangerous bunch. Like the Chalcedon Foundation hate group.,0,Twitter Web App,
TyroneBruinsmaFilms,732015494471897088,"Brisbane, Queensland",2023-01-23 02:51:25,"@Higgins_J Yes, but these fake christians don't follow Jesus' teachings or actions-just use a fake image of him to hate people",0,Twitter Web App,
Jarred,106333955,"Brisbane, Queensland",2023-01-23 01:52:58,"@PressStartAU God I hate this cover. Surely they could’ve made something cleaner, maybe some proper artwork and the… https://t.co/2mJu8khubq",0,Twitter for iPhone,
Bron d'Arc,1340909966350110722,Brisbane,2023-01-23 01:35:07,@ChrisRamon11 @OliveOwl6 @Joelercoaster16 @belle379 @LilaGraceRose You are incorrect. They were known as followers… https://t.co/zUgUt2ilt8,0,Twitter Web App,
Foo Foo Froodle,1201374827891740672,Brisbane Australia,2023-01-22 20:59:44,@Partisangirl He hits the nail on the head! Love him! God bless him and Syria! 💞,0,Twitter for Android,
Ruin ✨🌿🦌,1218930510,"Brisbane, Queensland",2023-01-22 19:40:31,My todoist is deeply in the red because I was in too much pain to move for most of yesterday and I'm so far behind… https://t.co/YCLs4A9KfD,0,Twitter Web App,
"Maria Roussakis, MLT, MSc",3234369703,"Brisbane, Queensland",2023-01-22 13:20:43,@A_Tweets_Stuff I've stopped planning my life after the abrupt turn of events that made me move to Australia. Was q… https://t.co/MA5WVomO1f,0,Twitter for Android,
Steward Suelin🎁✨💁‍♀️ 1 Pet 4:10,302911290,Saint Lucia,2023-01-22 10:41:55,"The ancient Greeks had several definitions of #love. The four most commonly used are:

Eros, or sexual passion

Phi… https://t.co/d03bMnpjeO",0,Twitter Web App,
Joel,1229927108484296705,"Brisbane, Queensland",2023-01-22 10:11:50,@TheChrisWray @MalcontentmentT @clashreport If you think Russia is the bad ones in this war then Jesus Christ you n… https://t.co/W6jLlTPNvL,0,Twitter for iPhone,
Horace Norris 🏳️‍🌈🏳️‍⚧️🇺🇦💦🍆🫃,1576455057758822401,"Woodridge, Brisbane",2023-01-22 08:25:44,@robreiner Jesus Christ! Make a film or something,0,Twitter for Android,
Emma Hopkins,1338002269053145088,"Brisbane, Queensland",2023-01-22 07:39:51,"@MichaelWarbur17 By god I love this movie.  As kids, we’d watch it over and over 🤣🤣",0,Twitter for iPhone,
RichBOSS🙏🙏📌,225834638,Brisbane🙏,2023-01-22 06:48:29,"@ire_culture But Jesus love is for everyone nau..
Or perhaps you can gift me those beautiful things you see https://t.co/qVbRh74BWO",0,Twitter for Android,
CynicalKiwi 🇦🇺/🇳🇿,1231498623365500928,Brisbane ,2023-01-22 06:04:51,"@brianstelter @elonmusk please, for the love of God.

Bugger off.",0,Twitter Web App,
🌹|☞Tessa Jed☜|🌹,805664077833875456,"Brisbane, Queensland",2023-01-22 04:29:23,"@Adverse_Dawn God I love you, and all I want is for you to have a safe space of your own where shit like THIS doesn… https://t.co/XC4ZQJZFPC",0,Twitter for Android,
Jack Della Enjoyer,813568858929778689,Brisbane,2023-01-22 02:46:15,Look I don’t actually care about shogun. But Jesus Christ potieria is a prick for doing that celebration after beat… https://t.co/M2Uw565GZ0,0,Twitter for iPhone,
ArPat,1344947787041890305,"Redcliffe,Queensland",2023-01-22 02:04:18,@_evelynrae God is LOVE,0,Twitter for iPhone,
WJS,1611321764,Saint Lucia,2023-01-22 01:46:01,"I’m tipsy.. I hate to say that 

Sounds sassy",0,Twitter for iPhone,
Steward Suelin🎁✨💁‍♀️ 1 Pet 4:10,302911290,Saint Lucia,2023-01-22 01:05:04,"The LORD your #God in your midst, The Mighty One, will save; He will rejoice over you with gladness, He will quiet… https://t.co/a10nRDFilq",0,Twitter Web App,
𝓑𝓻𝓸𝓽𝓱𝓮𝓻 𝓓𝓸𝓬💉x4 😷🪃#VoteYes,1495917966344724480,Brisbane Qld,2023-01-22 00:06:11,"@_reconstructing 3/
My walk with God, my struggles with doubt, have only caused me to depend on the faithfulness of… https://t.co/vyXgM2RT09",0,Twitter Web App,
pic uh chu,1049681232420847617,Saint Lucia,2023-01-21 23:36:14,"I love my real bitches
Fuck the fake hoes
I be asking God
' why he even make those '",0,Twitter for Android,
Charlotte H-V,152999391,"Brisbane, Queensland",2023-01-21 23:06:59,"@SharkSmirk @lalalita____ That's when you say oh my god I love these, keep the tags and hock or return the shit and… https://t.co/MwnDXJnooK",0,Twitter for Android,
studiosoundguy,1480011701445562369,"Brisbane, Queensland",2023-01-21 20:07:55,"@SaeedDiCaprio @_mintchocodream Ah yes another fake Christian wannabe, I gave up with churches when I realised thei… https://t.co/Tv9GR5V9X4",0,Twitter for iPhone,
Hermit Dragon,67855832,"Brisbane, Queensland",2023-01-21 19:48:04,I know people were all one at some point in FF14 but god I hate having to deal with sprouts. Just had a shocker of… https://t.co/MGcGPRIJlE,0,Twitter Web App,
Damir Mitrovic,47056622,"Brisbane, Australia",2023-01-21 13:52:05,"I give no fucks about Pathfinder. Enjoy what you enjoy, but for the love of god get out of my face.",0,Twitter Web App,
·.·★ Asteria Irkrath ★·.·,1127017119483170816,"Brisbane, Queensland",2023-01-21 13:51:03,@aikawaii_S2 @Bugaliciaz Oh my god I am absolutely in love with this. This is absolutely gorgeous!,0,Twitter Web App,
Jason Clark,1048771632213291009,"Brisbane, Australia ",2023-01-21 13:45:57,@annoyednobody @YouHateGabe_ @TheNBACentral You’re completely correct except he from New Zealand not australia even… https://t.co/YoFRXplaYA,0,Twitter for iPhone,
Jason Devonshire,1339772824383234051,"Brisbane, Queensland",2023-01-21 13:24:56,BREAKING NEWS : George Santos finally tells the truth about himself. He is our lord and saviour Jesus Christ return… https://t.co/CyarY5cY44,1,Twitter for Mac,
Foo Foo Froodle,1201374827891740672,Brisbane Australia,2023-01-21 11:41:44,@DVATW No it's not..God is love! Period!,0,Twitter for Android,
Malcolm Ellis,2733971311,Brisbane,2023-01-21 03:39:51,@KEVINskorner777 @sofinique1 they shall long to die and death shall flee from them as seven Angels poor out the bow… https://t.co/I7u2vcd2na,0,Twitter for Android,
pat,192211537,brisbane,2023-01-21 03:05:06,I love Gintama but god it really is just anime Family Guy at some points,0,Twitter Web App,
Damien Wool,261138887,Brisbane - Australia,2023-01-20 19:42:02,"“May God shower his peace upon you, …may the blessings of faith and love fill your hearts, …abundant grace will be… https://t.co/XDu0sFns4P",0,Twitter for iPhone,
Pere Pomana,1333936695587135489,"Brisbane, Queensland",2023-01-20 10:09:06,@RichardJWood Big Ambition to out give God..love it,0,Twitter for Android,
That Beard Guy 🇦🇺,774959066,"Brisbane, Queensland",2023-01-20 08:05:01,@HannahDCox @LayahHeilpern Has Jesus in bio but tries to attack someone with an Abrahamic belief based on viewpoint… https://t.co/t0W0U8OBx1,0,Twitter for Android,
Animator King Liam,701959520067592192,"Brisbane, Queensland",2023-01-20 06:22:58,@jeremy_pires the spheres have me wondering if its a 3d anim with an awesome texture/filter (which I love if it is)… https://t.co/2ZX04O6Zuk,0,Twitter Web App,
Steward Suelin🎁✨💁‍♀️ 1 Pet 4:10,302911290,Saint Lucia,2023-01-20 03:30:34,"Job 22:28
Thou shalt also decree a thing, &amp; it shall be established unto thee: &amp; the light shall shine upon thy way… https://t.co/AkaF6hG3N4",0,Twitter Web App,
MsRainbow,1269938511060193282,Brisbane,2023-01-20 03:07:35,@lesstenny Because Sky News are the conservative shit posting service and they hate anyone who is a compassionate l… https://t.co/hZsUO5nIS9,0,Twitter for Android,
@CookerDetector,1587997160880033792,Brisbane,2023-01-20 02:40:36,@999inverted @RonFancy Jesus Christ. You have a weak and straight pair of shoes then. https://t.co/gjApWUaKmf,0,Twitter Web App,
Chelsea ⚡️,1580773312715952128,"Brisbane, Queensland",2023-01-19 22:15:40,@yubcri Jesus Christ to think I’ve been a fan of hers for so long respect completely lost in minutes,0,Twitter for iPhone,
BENMSMSMSM,825268333930897408,"Brisbane, Queensland",2023-01-19 17:54:53,@ThePopTingz Love the show but the acting my god it’s awful !! And 90% of the characters are so irritating Aki  max… https://t.co/CEoTEnW4oA,0,Twitter for iPhone,
Smokey Dawson,48629886,"Brisbane, Australia",2023-01-18 21:49:56,"@3004Carol @Superboot55 God and Jesus just gave the message do no evil, but that has been perverted to control, dom… https://t.co/ELdICwiGm3",0,Twitter for Android,
bwinko,905440049826852864,Saint Lucia,2023-01-18 21:41:01,jesus christ casemiro 🤦🏽‍♂️,0,Twitter for iPhone,
Grampy,112933381,"Brisbane, Queensland",2023-01-18 12:08:31,"@TheKennyDevine I used to hate that driving through the outback pre digital. You had 2 choices on the radio, horse… https://t.co/0YD9XYU9Lm",0,Twitter Web App,
Keelan 🇦🇺,1296023807602208768,"Brisbane, Australia",2023-01-18 12:03:23,"What a lot of people don't know about me is that before I started streaming, I used to trophy hunt video games on P… https://t.co/SUVSVybd8H",0,Twitter for Android,
An Aldi Knock-Off Ben,1540842511,"Brisbane, Australia",2023-01-18 09:26:37,"@iamnotgod216 @PRGuy17 @DaleHof1234 I love how your name is “I am not god”, because that is so true. Because even g… https://t.co/lardEyazHD",0,Twitter for iPhone,
Mark Tramby,272704749,Brisbane,2023-01-18 08:51:10,"@CathMurphySport @abcsport God damn I love your accent Catherine , listened to you at lunchtime reporting in the ra… https://t.co/1pTrcLvdwo",0,Twitter for iPhone,
Heatwave 999,1084943764093730816,"Brisbane, Queensland",2023-01-18 08:13:34,"@KSI Nah come brissy for sure, been watching you since 2017 Ik it’s not that long but god pls come brissy, same wit… https://t.co/eeFbzzvIr2",0,Twitter for iPhone,
Spudda028,314241659,"Brisbane, Queensland",2023-01-18 07:56:58,"@Ratsack14 I take it all back - I love Ips with rail out 10m - winner , exacta , tri x 200 % to close out a bloody… https://t.co/wdTYVnJ53j",0,Twitter for iPhone,
Rod Best,447418588,"Brisbane, Australia",2023-01-18 07:19:16,@Synergy1Radio Love the support Andr’e. Wishing you God’s best for your life for 2023.,0,Twitter for iPad,
Craig Ireland 🌏🇦🇺,89329125,"Brisbane, Queensland",2023-01-18 06:07:43,"""The man who knows his own emptiness can receive abundance of knowledge, and wisdom, and grace, from Christ; but he… https://t.co/enjrvBqVf5",2,Twitter for Android,
Cannology,1603278215174553600,"Brisbane, Queensland",2023-01-18 05:10:21,@SolBrah Trust in Christ. Everything else comes easier once you turn from your old life and instead focus on God.,0,Twitter for iPhone,
Josh aka xinfinity,43674047,"Brisbane, Australia",2023-01-18 02:42:21,"Can't platinum A Thief's End, because it has multilayer trophies tied to it. For the love of God, can we stop doing that.",0,Twitter for Android,
Wilson/Willis,864435836,"Brisbane, Queensland",2023-01-18 01:26:24,@smirkywirky How in the heck is “bing chilling” racist? People just hate for no reason I swear to god,0,Twitter for iPhone,
Dave Miers ن,8278,"Brisbane, Queensland",2023-01-18 00:49:06,"and obeyed to the ends of the earth; through Jesus Christ our Lord, who with you and the Holy Spirit lives and reig… https://t.co/I3KsMu3tSN",0,Twitter Web App,
Dave Miers ن,8278,"Brisbane, Queensland",2023-01-18 00:39:36,"// THE RADIANCE OF CHRIST’S GLORY

“Almighty God, whose Son our Savior Jesus Christ is the light of the world: Gran… https://t.co/3SvqF5gQEa",0,IFTTT,
Aussie Comrade McComradeFace,475407225,"Brisbane, Australia",2023-01-17 22:14:01,Watched a couple of things in last couple of days. Andor - watched first 3 eps. Jesus Christ is it BORING. Not watc… https://t.co/7AzRDU9lVo,0,Twitter for iPhone,
Ina,208578354,Saint Lucia,2023-01-17 20:18:00,"The Bible is real. Jesus is real. Heaven is real. God's love is real.
Insert Amen🕊",3,Twitter for iPhone,
Ruth,193673800,"Brisbane, Queensland",2023-01-17 14:28:40,"@Imamofpeace Good Morning Mr Imam, may the Heavenly Father &amp; the Lord Jesus Christ our Saviour Bless you   And your… https://t.co/PmxPEDpURI",0,Twitter for iPhone,
Chessy ~ insomnia era ~,14842882,Straya mate,2023-01-17 12:20:06,"@JafJessica Jess 😭 god I love our GC, so damn supportive 😭",0,Twitter for iPhone,
Chris Ferguson,1439758976833372162,"Brisbane, Queensland",2023-01-17 07:58:36,@TrentReinsmith Lol Jesus Christ. Of course that’s the reason.,0,Twitter for iPhone,
Swamp Witch Fella 🇺🇦🇦🇺🇳🇿🏳️‍🌈🏳️‍⚧️✡️⚛️,1470282399640547331,"Brisbane, Queensland",2023-01-17 07:42:23,"@xinyu911 And I don't hate jesus, I don't believe in jesus, and when people use the name jesus to further their cau… https://t.co/OkqPwYeCkP",0,Twitter for Android,
A Galeb Duhr named Squish,962703000530698241,"Brisbane, Queensland",2023-01-17 07:04:33,"@KCMiller1225 christ alright i just took a gander at your past hits and you're just. god you've forgotten your roots. fuck me, just a mess",0,Twitter for Android,
James Smart (he/him),2421826099,"Brisbane, Queensland",2023-01-17 05:22:13,@PiatPod Did anyone else initially read that back window as Honk Jesus Honk If U Saves If U Saves Love Love Jesus Jesus?,0,Twitter for Android,
Ruin ✨🌿🦌,1218930510,"Brisbane, Queensland",2023-01-16 21:17:50,"I really hate that tweet about people-pleasing that ends “I want to be loved like a person, not like a dog” because… https://t.co/X6mqKdORS8",0,Twitter Web App,
Aussie Comrade McComradeFace,475407225,"Brisbane, Australia",2023-01-16 21:17:32,@_mh321_ @hunnybadgermom @EnemyInAState God doesn’t exist. Hate does. Covid does and vaccines do. You work out the math here,0,Twitter for iPhone,
ROBATI,1353960895,"Brisbane, Queensland",2023-01-16 19:52:42,"@canttouchgrass God, I love her so much",0,Twitter for iPhone,
WJS,1611321764,Saint Lucia,2023-01-16 18:14:55,@YaniSmiles4u It’s a little lonely at the bottom but I love a good fight so 2nd half of the season should be great… https://t.co/afdFjnWSjk,0,Twitter for iPhone,
Daniel Samba ✝️🕎,67789824,"Brisbane, Queensland",2023-01-16 12:49:20,@Presidence_RDC It shall be well with RDC Congo and its Governments in Jesus Christ's Name!,0,Twitter for Android,
Sally✌😎,706081539986055170,"Brisbane, Queensland",2023-01-16 11:32:38,@thiscassgirl Ooooh jesus christ.,0,Twitter for Android,
Edie Wyatt,2872346179,"Brisbane, Queensland",2023-01-16 08:49:23,"@Watching1974 I’ve had a Paul Simon day, listened to the rhythm of the saints on my walk “The rage of love turns in… https://t.co/4z2UgDgp5U",0,Twitter for iPhone,
Bron d'Arc,1340909966350110722,Brisbane,2023-01-16 08:39:14,@DarylGodfreyuk @calvinrobinson Jesus would love it-protect the vulnerable now. We can’t change the past.,0,Twitter for iPhone,
Paul Larris 🌈,268756862,brisbane  australia,2023-01-16 07:49:49,"CONservatives are a pathetic bunch of god-infected, bigoted, hate-filled human stains who believe that they have a… https://t.co/3QI9yWrV3e",0,Twitter Web App,
JoshuaTREE 🌴,933680471812194304,"Brisbane, Queensland",2023-01-16 04:00:56,@WWEAustralia @TKokkinakis @NickKyrgios @TennisAustralia Please for the love of god never give that flog a prestigious WWE belt again,0,Twitter for iPhone,
"lol, lmao",196465711,Brisbane,2023-01-16 02:12:28,"@chhopsky @JohnBluR_ 'the most winning fps player'

Jesus christ that sentence hurts to read.",0,Twitter for Android,
Buyback Capital,855186770115256322,"Brisbane, Queensland",2023-01-15 23:27:36,Ackman’s PR team: STOP TWEETING FOR THE LOVE OF FUCKING GOD! https://t.co/amBh1DA7jQ,2,Twitter for iPhone,
🍪 ⋆ 🍫 🎀 𝒞𝒽𝒾𝒶𝓇𝒶 🎀 🍫 ⋆ 🍪,1589628204,"Brisbane, Queensland",2023-01-15 22:50:57,God he’s cute. I love him https://t.co/PFKwXl8pIv,0,Twitter for iPhone,
