username,userid,profile_location,created_at,text,retweet_count,source,coordinates
john carpenter's ghosts of tár,184080033,"seattle,wa",2023-01-26 03:43:56,"we will never live in a time where music was more anarchaic than the time jim carrey singing ""somebody to love"" fro… https://t.co/LqMP0xxGyj",0,Twitter for Android,
🇺🇸Scott🇺🇸,1138520734039302144,Somewhere near Seattle,2023-01-26 03:33:48,"@IllyNOTLilly People who insist on driving under the speed limit.
For the love of god, at LEAST go the speed limit!",0,Twitter for iPhone,
Katherine Bourque,1591635771269992448,"Seattle, WA",2023-01-26 03:11:13,"For the love of God, Montessori!",0,Twitter for Android,
Wes Mills 🍥,635848392,"Seattle, WA",2023-01-26 03:03:49,"@BenNetworks @SheRidesABike Jesus (Jefferson James)
Christ (Cherry Columbia)
Made (Marion Madison)
Seattle (Spring… https://t.co/EkgXWdwBE8",0,Twitter Web App,
hales ૮ ˶ᵔ ᵕ ᵔ˶ ა 🔜 thunderome 3 days & illenium,2354094906,"Seattle, WA",2023-01-26 02:27:48,@m0rg4nite god damn girl!!! love to see those gainzz 😩😩,0,Twitter for iPhone,
Kelli Renee Jones,1538208960,"Seattle, WA",2023-01-26 02:15:02,"Not sure yet what God had in mind when he ""thought me up"" (love that) but I'm figuring it out &amp; your with-ness (eve… https://t.co/SNDxSf3Z3C",0,Twitter for Android,
J a k e,435542855,seattle,2023-01-26 02:14:33,"please, for the love of god, do not ACTUALLY injure Bryan Danielson before Revolution",0,Twitter for iPhone,
Carrie M. J. Kraus,2978522046,Seattle WA,2023-01-26 02:05:37,"@TheBeachBoys Love ""If God Only Knows!""",0,Twitter for Android,
Liam “Dr Baffled” Bioreactor He/Haw/Honky,343541222,"Seattle, Wa",2023-01-26 02:04:55,"@2AMAGARAY “For we are His workmanship, created in Christ Jesus for good works, which God prepared beforehand that… https://t.co/qMgI6DoyEZ",0,Twitter for iPhone,
Greg Tito,86976298,"Seattle, WA",2023-01-26 02:01:20,"@KaijiTang 39!

--Pilate from Jesus Christ Superstar

Happy birthday!",0,Twitter for Android,
💀Aиthony💀,1268431290,"Seattle, WA",2023-01-26 01:45:08,God I love Will Arnett so much,0,Twitter Web App,
Cxnnxbis Cxrpse 🏳️‍⚧️♿️ ∞ (he/they),716444474746937346,"Seattle, WA",2023-01-26 01:44:26,@LuciaEverblack God i hate wen this happens to me. Just know your doing great and its ok some times to not be able… https://t.co/klQNTy5fa0,0,Twitter for iPhone,
Steve McNulty,42139996,"Bothell, WA",2023-01-26 01:38:09,"@RealKidPoker For the love of god, anyone but  Ali Nejad! 🤣",0,Twitter for iPhone,
MelissaAAAAHHHH 🔪🩸💀,182979394,"Seattle, WA",2023-01-26 01:34:17,"@Maladroithe Jesus Christ, y'all really need to chill. Take a 5 minute break from making wild assumptions about peo… https://t.co/4zUMJfvYx2",0,Twitter for Android,
Dr. Avalon WK,1605055799067561984,"Seattle, WA",2023-01-26 01:32:44,Algorithm time!!!!!! https://t.co/nbrQt0x1cc,0,Twitter for iPhone,
worst diarrhea of 2023 (positioned to win),1551990030704357377,,2023-01-26 01:22:11,@jimslittlegirlx Jesus fucking christ I'm on the spectrum and oblivious to social cues and even I know that's completely off the table,0,Twitter for Android,
Rajinder Plaha,1441477881918492674,kent,2023-01-26 01:10:00,NO ONES SUFFERIG BEC GOD DOSN'T GIVE ITS BEC U DO DARK&amp;RAPE INNCENT PPLS LOV FAITH&amp;ABILITIES. IM NOT WAITIG TO PAY… https://t.co/YMuv2ilE4e,0,Twitter for Android,
Chris Black,2990735795,"Seattle, WA",2023-01-26 00:39:34,"@joynessthebrave Oh. I've never connected Ps 1 to people as trees, but I love it. I don't know if it's safe to call… https://t.co/ScQMKnS1sP",0,Twitter Web App,
Kathryn Tewson,48645441,Seattle,2023-01-26 00:05:18,"@nonestlex @NelsonMRosario Oh, god, I would LOVE that.",0,Twitter Web App,
julianna ♡🐝,1295493396304289792,"Seattle, WA",2023-01-25 23:21:56,@gabsdyingspirit @maddiezahm @hicorook Jesus Christ. Seeing yall in Seattle would be a banger but she fr sold out everywhere,0,Twitter for iPhone,
Doug C dog dad☮️🌊🌊🐕🏈🏳️‍🌈⚾🍜🌊🌈🐻‍❄️💙,124015341,"Seattle, WA",2023-01-25 23:10:51,@DerrickEvans_WV Pathetic! What a weak little man spewing his filth. You'll never be anything Christ like. It galls… https://t.co/nCeAx2BMcD,0,Twitter Web App,
🏳️‍⚧️Amber🏳️‍⚧️ OnlyFans Coming Soon,897960657701801986,"Seattle, WA",2023-01-25 22:58:38,"please, for the love of god, queers, understand who you are supporting when you eat Chick-fil-A… https://t.co/Pxjg3cnXpK",1,Twitter for Android,
Mischa Willett,278369219,"Seattle, WA",2023-01-25 22:31:49,"My MFA students are the best.
God, I love these writers.

🏆",1,Twitter for iPhone,
Martha🇬🇭,1114973472004771840,"Lynnwood, WA",2023-01-25 22:28:52,Y’all don’t understand the love I have for my friends is something else. Im just thinking about the love God has fo… https://t.co/RraSDHp76Z,0,Twitter for iPhone,
true simp,1942610706,"Seattle, WA",2023-01-25 22:25:27,This place bright as hell Jesus Christ,0,Twitter for iPhone,
Val,1587130403290480641,"Seattle, WA",2023-01-25 22:21:41,"@rhythmraccoon When you pray or think of Jesus Christ, do you see him in your mind like the paintings we see that p… https://t.co/l8yz9BDEJi",0,Twitter Web App,
Alvin Vigil,1365086845,"Seattle, WA",2023-01-25 22:17:01,Dear God! For the love of humanity…  NO! https://t.co/exNBskR4jp,0,Twitter for iPhone,
BrotherJohnW,3344893993,Seattle,2023-01-25 22:15:07,"@HwsEleutheroi @SlowToWrite Daniel Boone, 1816
“I am as ignerant as a child all the Relegan I have to Love and fear… https://t.co/HP9WXNC3p2",0,Twitter for iPad,
triz,4141584503,"Seattle, WA",2023-01-25 22:03:30,@TRightDissident They hate Jesus. Their opinion is irrelevant.,0,Twitter Web App,
foxbosun,1312430465098416133,Out at sea,2023-01-25 21:44:10,"@kekkuda If god is real he sucks and i hate him, let’s bring back the old pantheons. Anubis and Zeus would beat god any day.",0,Twitter for iPhone,
Jordan,1452650246,"Seattle, WA",2023-01-25 21:21:55,@arthird3 No crypto Jesus Christ lol,0,Twitter for iPhone,
Toby Logsdon,18090068,"Lynnwood, WA",2023-01-25 21:21:16,"""Through union with Christ in faith, the relationship that Jesus has eternally with the Father is conveyed to us by… https://t.co/e1zxFerfj5",1,Twitter Web App,
Brendan Erickson,14118042,"Seattle, WA",2023-01-25 21:11:27,"@Cernovich You don't need any luck, just faith in Jesus Christ. I would consider being martyred for your faith to b… https://t.co/A09l0w9aWu",0,Twitter Web App,
Christie Johnson,743968675,"Seattle, WA",2023-01-25 21:07:56,"@DerrickEvans_WV That’s very Christian of you.  Is this what you’re paid to do, spread hate??  Your god would be so proud",1,Twitter for iPhone,
Tikun Olam,51685865,Seattle,2023-01-25 21:03:14,"For the love of God, liberal Zionists including @joebiden @tomfriedman and the lot, give up once and for all on the… https://t.co/OxLbagGNoe",0,Twitter Web App,
Brandon Gilligan 🏝,3093991052,"Seattle, WA",2023-01-25 20:55:46,Oh shit! This is available today?! Jesus Christ that rules. Totally getting at that when I get home,0,Twitter for iPhone,
Rhonda D,880206294275080192,"Seattle, WA",2023-01-25 20:42:43,"@SenJohnThune Republicans LOVE to stand on their HYPOCRITICAL PEDESTAL to point fingers, whine, complain, and place… https://t.co/MVrBvrUK6b",0,Twitter for iPad,
Craig Beilinson,38693878,"Seattle, WA",2023-01-25 20:39:48,"Yeah, the Burger King commercial is awful during the NFL playoffs... but I've also had it with the Verizon Albert E… https://t.co/ONoSWyAta5",0,Twitter Web App,
Jaime Muñana,28629154,"Seattle, WA",2023-01-25 20:32:05,@hannahnicholeka Oh my god I’d love to eat all of you! 😘,0,Twitter for iPhone,
Peter Terpstra,126991690,"Seattle, WA",2023-01-25 20:30:01,"@Alyssa_Milano A. Stricter gun laws.
B. Mental health care 
C. Changing American culture into becoming more compass… https://t.co/7GSkcGGsKB",0,Twitter for Android,
Nilus,1187448709681954816,Seattle,2023-01-25 19:33:40,@the_film_god Sending mad love. Wishing him the best,0,Twitter for iPhone,
Ron Sims,30340726,"Seattle, WA",2023-01-25 19:17:05,@julesrprecious Jesus Christ who is My Lord and Savior.,0,Twitter for iPad,
Jimboeld1982,990272397008830464,Kent,2023-01-25 19:15:58,@gabrielladriver Oh my god I love magnolia bakery… and now I want to go back to New York 🥰,0,Twitter for iPhone,
Dr. Avalon WK,1605055799067561984,"Seattle, WA",2023-01-25 19:15:49,@dylanrupert Shut UP lmao!!!! They fuckin WOULD!!!!,0,Twitter for iPhone,
Jack of Jokers,32263346,"Seattle, WA",2023-01-25 19:13:46,@JoeyPokeaim God I hate his eyes...I wish he resembled the other two even like...slightly more,0,Twitter Web App,
Kenny Down — Author of Books for Mindful Living,893131883902402561,"Seattle, WA",2023-01-25 19:13:39,Love is that which emanates from the Sunlight of the Sprit and warms our soul. Love fills us with radiant joy and b… https://t.co/DSxHzsiMlz,0,Buffer,
Sai,2547855686,"Seattle, Washington",2023-01-25 18:16:02,"Assembling/Disassembling 

God I love #UnrealEngine so much

This is gonna be the trippiest platformer ever… https://t.co/BIJe19MXbp",11,Twitter Web App,
Narrow Path,4378525939,"Seattle, WA",2023-01-25 18:15:58,Fear him #Lord #God #Jesus #Christ #Holy #Spirit #christian #bible #gospel #scripture #grace #truth #elect… https://t.co/73dDCBGcHh,0,Twitter for iPhone,
"Áine Yore, MD 🏳️‍⚧️ ✨👸🏻👑✨🏳️‍⚧️🏳️‍🌈",16342328,Amon Sûl,2023-01-25 18:01:25,No no no for the fucking love of god no https://t.co/T8r61RUZ5Y,0,Twitter for iPhone,
Dustin Kneisel,72387305,"Seattle, WA",2023-01-25 18:00:36,"I’m so done with the roadwork on 196th Street in #Lynnwood for the love of god, push this project to the finish lin… https://t.co/PMfj4vqxQM",0,Twitter for iPhone,
Doesn't have the patience for another social media,2398692109,"Redmond, WA",2023-01-25 17:54:36,"@slaveishmail @iamAtheistGirl I have no reason to believe any god exists, much less Jehova specifically.
Something… https://t.co/HjukmwypFT",0,Twitter for Android,
Matt Wiley,884172275364356097,"Seattle, WA",2023-01-25 17:48:50,@JDfromNY206 Please...for the love of God...YES...,0,Twitter for Android,
Kim Courtoreille,1585829041831313410,"Seattle, WA",2023-01-25 17:25:46,"Don't look to the left don't the right what you'll see will give you terrible fright, so keep your eyes on the son… https://t.co/tKzWWhBjMS",0,Twitter for iPhone,
OgFresh777gaming #DaNation #PEG,1250928310692921344,"Seattle, WA",2023-01-25 17:10:44,"Thank you God for waking me, my family and close friends up to see another day my Lord savior in Jesus Christ you a… https://t.co/2ZGYJRSIZP",0,Twitter for Android,
Misha Vargas,1885377912,"Bothell, Washington, U.S.A.",2023-01-25 16:59:00,"@jenivescomedian The ""culture war era"" of the early 21st century was ended, according to most historians, by a seri… https://t.co/pF9vjTGDfv",0,Twitter Web App,
t-bizz,17844587,seattle,2023-01-25 16:56:32,"@MarshaBlackburn For the love of god, just brush your fucking hair already. Is that too much to ask?!?",0,Twitter for iPhone,
Zwahk Muchoney,1495286619506548736,"Seattle, WA",2023-01-25 16:51:25,"@littlebratty__ Oh my God, I just love your hair, I went to beauty and Barber school and this is one of the most go… https://t.co/2MjeVBxBuZ",0,Twitter for Android,
Isaac Grams,1533677915979644930,Seattle,2023-01-25 16:41:13,"then they go ""but also we're such a god damn great company and care so much about our customers and provide such /f… https://t.co/r6riwhBrbd",0,Twitter Web App,
Edgar Sandoval Sr.,2835643904,"Federal Way, WA",2023-01-25 16:37:24,What a great reminder for those whose hearts are discouraged by the pain in the world. God is the eternal source of… https://t.co/PLiKF0DvbH,0,Twitter Web App,
🌵 Riri 🌵 🍆🔞 SMAUs 📌,1529994060768870412,the sea,2023-01-25 15:59:16,@rae_TCHS god i'm so behind i'm following like 10 different sets of fandoms whose art i love but i've never seen,0,Twitter Web App,
Myles Haynes,854875332670652416,"Seattle, WA",2023-01-25 15:46:22,@odacrem @kelseyhightower God I hate capitalism,0,Twitter for iPhone,
ScottK™,516983,"Seattle, WA",2023-01-25 15:22:13,"""You cannot separate Jesus Christ from The Church"" - Elder Kevin S. Hamilton

https://t.co/dXTcU9jBh5",0,Twitter for Android,
IamAlbino,172023711,"Seattle, Wa",2023-01-25 14:49:38,"@NBCS49ers @HeymanHustle God I love this. Thanks @HeymanHustle. @WWERomanReigns, my tribal chief! ☝️ @49ers #acknowledge",0,Twitter Web App,
Slaveck Moraru,4748619668,"Bellevue, WA",2023-01-25 14:33:21,"There is no such thing as a gay Christian, just as there is no alcoholic Christian; to follow Jesus is to deny ever… https://t.co/JDRrCMiLbm",0,Twitter Web App,
renami 🌊☀️ @ let's fck 'em up,437573990,Sea,2023-01-25 13:25:03,jesus christ belial,0,Twitter for Android,
Future Cat Mom 🐈,1268525363912675328,In a pineapple under the sea,2023-01-25 11:00:55,Oh God I love pop culture 🥺❤️‍🔥,0,Twitter for Android,
Rajinder Plaha,1441477881918492674,kent,2023-01-25 10:06:31,"U WNT HOS DICK GO AND PAY FOR IT WE NEVER DID. IN GOD OR CHRISTIAN.
WE BELVD BY FAITH IN GOD EITHER WAY UR ALLAH BE… https://t.co/umgU0nuwyZ",0,Twitter for Android,
Nalani Rae🌺,881416214,"Seattle, WA",2023-01-25 09:41:11,"For the love of god, if we are not friends and I have removed you please stop checking my page. I’m good. Very good… https://t.co/HOIxurhFiR",0,Twitter for iPhone,
Angelo Alcid 🇵🇭薛安治 🎮⚖️,28597237,"Redmond, WA",2023-01-25 09:21:47,god I love video games https://t.co/YGQ8yXms8M,0,Twitter for iPhone,
triz,4141584503,"Seattle, WA",2023-01-25 09:01:52,"@davidmweissman @LauraLoomer @NickJFuentes You hate Jesus, your opinion is irrelevant.",0,Twitter Web App,
"R.M. Hoffman M.Div, MHP",733068953103130624,"Seattle, WA",2023-01-25 08:50:07,@Walter_Su11ivan @GinnaCross That isn’t the got ya you think it is. You can’t love God and hate people. If you act… https://t.co/FhD66nDwy8,0,Twitter for iPhone,
jhaye,1514040500918972419,"Seattle, WA",2023-01-25 08:45:32,"pualena you’re so beautiful god knows I love you 
you’re all I need",0,Twitter for iPhone,
@cha_nabi🦋,1521930515980247040,"Seattle, WA",2023-01-25 08:17:59,Stay happy and enjoy my LOVE #CHAEUNWOO #차은우 everything you have. Life is too short to deal with nonsense things. P… https://t.co/pNnfW7yeHt,3,Twitter for Android,
K3VIN,40192267,"Seattle, WA",2023-01-25 07:54:34,"God-fucking-damnit, I hate rampages so much. So fucking much. https://t.co/s2yyVRCV4Z",0,Twitter for Android,
Allison 🐉✈️ Steele (trulyaliem on cohost&tumblr),288965487,"Seattle, WA",2023-01-25 06:29:47,"@PhaedaMTG ""that's so gay"" has the underlying meaning of ""and gay is bad"" by using one as a synonym for the other.… https://t.co/heJR9FBqRW",0,Twitter for Android,
larry kalchik,866860364138401792,"Kent, WA",2023-01-25 06:27:03,"@Ethanz08s @HeGetsUs It’s ok to not know 🤷🏻‍♂️ I don’t fully understand Gods love. 
I mean, I would consider it an… https://t.co/z0LYmmov4X",0,Twitter for iPhone,
Jessica Pacheco,1578580297117216776,Seattle Washington ,2023-01-25 06:10:42,Another day on this God forsaken earth. Jesus Christ was condemned so we all could understand peace. Who missed the… https://t.co/tzUbC72BM4,0,Twitter for Android,
brandone,1359283446477017092,"Kirkland, WA",2023-01-25 06:10:03,Oh my God I love game dev https://t.co/RQ6pFiToxc,0,Twitter for Android,
elijahch,16121753,Seattle,2023-01-25 05:44:25,Before you go to bed tonight please write a full page love letter to your heaven Father God who created you &amp; loves you. He will love it!,0,Twitter for iPhone,
PNW - Dirty Mind,886272204823945216,"Bothell, WA",2023-01-25 05:42:52,"@TomW99346949 God damn, i would love to run my fingers through that bush while she bent over like that!!",0,Twitter for Android,
Global AG Federal investigator warith Akbar,1563373997433434112,"Seattle, WA",2023-01-25 05:34:58,Im said to have to announce that as of today the Roman Catholic church has more body  then Hitler and all the war c… https://t.co/KmAPNvu9Yq,0,Twitter for Android,
Deejayvirgo,1074588282,"Seattle, WA",2023-01-25 05:23:03,"2 Corinthians 1:20 

For no matter how many promises God has made, they are “Yes” in Christ. And so through him the… https://t.co/SwVIFNJ7Ag",0,Twitter for iPhone,
Global AG Federal investigator warith Akbar,1563373997433434112,"Seattle, WA",2023-01-25 05:20:13,For war crimes against the Civilian race . Responsible for over 100 billion deaths and mass murder since Jesus Chri… https://t.co/BXBVi3RU0g,0,Twitter for Android,
mischiefnsuch,534987138,"Seattle, WA",2023-01-25 05:18:29,"Jesus, f’in Christ, “Midnight Sky” is terrible! Fucking terrible! I’m mad at how bad it is.",0,Twitter for iPhone,
Hoop Narrative Podcast,1312513218531655680,"Seattle, WA",2023-01-25 05:16:19,I’m sorry man Russ cannot play closing minutes when we get our full team. For the love of God,1,Twitter for iPhone,
Nider 🌊🌌,3237524044,"Bothell, WA",2023-01-25 05:16:17,I would KILL for a dj-jo hololive remix medley. each and every spin on this niji en debut medley is HEAT like it re… https://t.co/tNxHCz3kiN,0,Twitter for iPhone,
:),1019036688805433344,"Seattle, WA",2023-01-25 05:14:33,Like jesus fucking christ. Can someone release this hold he has on me. Time to turn my phone off. https://t.co/3o1h0OjQUn,0,Twitter for iPhone,
Infield Fly Girl,1109445494390980610,"Seattle, WA",2023-01-25 04:50:01,"@PaulLovesBeer90 in high school i was listening to music that exalted our lord jesus christ, paul",0,Twitter Web App,
@cha_nabi🦋,1521930515980247040,"Seattle, WA",2023-01-25 04:43:31,"He is like piece of art  #CHAEUNWOO 
#차은우 @offclASTRO
I love this man to the moon and back
and for his haters I pra… https://t.co/JAllLYr40t",0,Twitter for Android,
The Huntinator,1427329427172577293,"Seattle, WA",2023-01-25 04:25:43,"@banjanin_dejan @JakubiakRadek @IAPonomarenko Jesus Christ, you guys suck at even lying 😅 https://t.co/O9AHgpw1Z0",0,Twitter for iPhone,
FOOD WIZARD λ🐛🍔📷🎮,6899972,Seattle,2023-01-25 04:05:01,@TwistedNubbins Jesus Christ these absolute choads are just grasping at straws these days.,0,Twitter for iPhone,
Wade Wilson,1586407611116785670,"Seattle, WA",2023-01-25 03:48:21,@LayahHeilpern Find and/or keep God your top priority and love others as you love yourself.,0,Twitter for iPhone,
Justin m Colombi,1088636931137650688,"Renton, WA",2023-01-25 03:42:17,@ericareport The sacrificing to Baal Moloch is getting old let Jesus Christ be our King of all Kings our Lord and S… https://t.co/8HOSF1qWvD,0,Twitter for Android,
BrotherJohnW,3344893993,Seattle,2023-01-25 03:39:44,“…for my I am as ignerant as a child all the Relegan I have to Love and fear god believe in Jesus Christ Don all th… https://t.co/OUGt5mC4yE,0,Twitter for iPad,
한 ᓀ‸ᓂ,1372226540,n-city ,2023-01-25 03:31:33,god i hate the 2baddies smc album boxes with a passion… sm is going to hell for giving us this whack ass packaging… https://t.co/aIJR2be64k,0,Twitter for iPhone,
Nick Kendell 🏔,728707326,"Seattle, WA",2023-01-25 03:11:38,Jesus Christ this coaching search needs to end someone let me off the ride lol https://t.co/O8kqtPMxYE,0,Twitter for iPhone,
Viviane🌙,355086489,"Seattle, WA",2023-01-25 03:05:00,God I love them https://t.co/4Ay11ac8ED,1,Twitter for iPhone,
Gram Toker,2818409200,SEA,2023-01-25 02:58:25,@APunishedBill Jesus CHRIST dude the last picture is insane,0,Twitter for Android,
TimotheosOK,16407024,"Washington, USA",2023-01-25 02:47:30,@deejdart I hate these terf people using the same god damned arguments they used against marriage equality and gays,0,Twitter for iPhone,
BrotherJohnW,3344893993,Seattle,2023-01-25 02:44:57,“All the Relegan I have to Love and fear god believe in Jesus Christ Don all the good to my Nighbour and myself tha… https://t.co/WfgGbey1L0,0,Twitter for iPad,
Sean O'Brien,147689242,"Seattle, WA",2023-01-25 02:32:57,@senatorshoshana One of the best benefits I’ve experienced from coming out to Seattle from DC is that almost no one… https://t.co/3YSBH79eEB,0,Twitter for iPhone,
John Burke,1551598274,"Seattle, WA",2023-01-25 02:24:09,We actually need to beg those who have made gym their personality to leave us alone. Jesus Christ. https://t.co/Fdb3KNoWYo,0,Twitter for iPhone,
🅶🆁🅸🅵🅵🅴🅽,1616655158708162565,"Seattle, WA",2023-01-25 02:21:48,please don't juggle your weapons in the studio like seriously its okay if you don't feel safe or need to have it on… https://t.co/md5YLGcLuR,0,Twitter for Android,
fuck bokai,14199284,Seattle,2023-01-25 02:13:40,dude’s nostrils are bigger than his fucking irises jesus christ,0,Twitter for iPhone,
JanuaryAndOn,1263660308,"Seattle, WA",2023-01-25 02:05:32,for the love of god do not listen to this man https://t.co/ZGsQDx02a3,0,Twitter Web App,
not yet fully cancelled,1271612376849104897,"Seattle, WA",2023-01-25 01:50:35,@SeattleCouncil For the love of god!!,0,Twitter for iPhone,
CatCurious,936027100942761985,"Woodinville, WA",2023-01-25 01:35:24,@DerrickEvans_WV That’s Christian love for you. So hateful!,0,Twitter for iPhone,
Church Awakening,162231032,"Seattle, WA",2023-01-25 01:30:02,"As we immerse ourselves in the love of God, it enables us to love others. 

#ChurchAwakening #RestoreTheAltars #Love https://t.co/DuemD6uOkU",0,Zoho Social,
killer queen's she/her heart attack,16556409,"Seattle, WA",2023-01-25 01:05:54,"@judgementshae what a fucking monster, jesus christ",0,Twitter Web App,
I.M,1526326954084839424,"Seattle, WA",2023-01-25 01:04:13,Get closer to God. Be with the women I love and provide for a future family. Because to some people that’s more imp… https://t.co/Ppda6qKtpH,0,Twitter for iPad,
bailey🐝,613684577,"Port Orchard, WA",2023-01-25 00:11:41,I got in an accident today and my car is fine…but the dude that hit me JESUS CHRIST absolutely totaled I felt so bad,0,Twitter for iPhone,
✨🖤🍒Cherry🍒🖤✨,1115439592612622336,"Seattle, WA",2023-01-24 23:55:22,anyway Jesus Fucking Christ What The Hell https://t.co/iS4ZD1UgLb,0,Twitter for iPhone,
Astro,144882638,"Seattle, WA",2023-01-24 23:53:46,"@StasTHEEBoss Christian? Fuck, I hope bros okay. Sending a few prayers up. Please tell him I love him.",0,Twitter for iPhone,
Yelloh,1349157214951505923,"Seattle, WA",2023-01-24 23:09:53,@swiftoursonggg @OTerrifying Oh my fuc*ing god this is savage...  The pain of this poor snail then the fact that th… https://t.co/p22iNpnpRY,0,Twitter Web App,
Richard Ramclam,18755830,Seattle,2023-01-24 22:47:42,"@kiwithesmol @ChrisRGun Oh my God I love Chris Ray Gun, but froggy fresh got swole.... I'm not certain I would put my money on Chris.",0,Twitter for Android,
Sunandan,957245663053463552,"Seattle, WA",2023-01-24 22:37:21,@LeGrove Think he joined us and didn’t realize how much he’d love it being at Arsenal. That plus the freshness of w… https://t.co/Vhr5L0rgz5,0,Twitter for iPhone,
abby k,948386857858973696,"Seattle, WA",2023-01-24 22:35:03,Please focus on governing rather than delivering a pithy line for the love of fucking god https://t.co/tXm7RVT6Fm,0,Twitter for iPhone,
Khosro Raúl Soleimani (he/him),48214451,"Seattle, WA",2023-01-24 21:56:24,"I will absolutely be happy! Be sure of that, and I love Seattle! I teach because I love teaching, not because of th… https://t.co/kJw63q5AGD",1,Twitter for iPhone,
Jeannie Magdua,223559588,Seattle,2023-01-24 21:53:42,"@HornybullAD @HeGetsUs In that we both are in need of rescue? Yes, we are equals. Our sins are different, but they'… https://t.co/MA9smCoYpI",0,Twitter Web App,
Shawn,1599547021115142144,"Seattle, WA",2023-01-24 21:37:03,@aussiedave @AndyStanley How do you love? How has God commanded us to love? What are your actions and attitudes sup… https://t.co/EpYiT8ty1A,0,Twitter for iPhone,
The Slim Reaper,814109222,"Seattle, WA",2023-01-24 21:30:27,Man covid made people forget how to act. I’m in a movie and there’s literally only 2 other people and they’re so go… https://t.co/4AiXPMBpdz,0,Twitter for iPhone,
KEXP Playlist,826913607921176576,"Seattle, WA",2023-01-24 21:11:04,Noah Coinflip - Change it - God Is Love (2022),0,KEXP Now Playing V2,
Canyon Hills,393646695,"Bothell, WA",2023-01-24 20:56:53,"Indeed, I count everything as loss because of the surpassing worth of knowing Christ Jesus my Lord. For his sake I… https://t.co/gUrKc5ISxk",0,Twitter for iPhone,
zetts,3524390609,"Columbus, OH (he/him)",2023-01-24 20:37:01,"I want to live in a world where ppl can more regularly make money (some money, any god damn money at all) doing the… https://t.co/eKUBsn3kyL",0,Twitter for Android,
Michael Dinger,1519375152240201728,"Seattle, WA",2023-01-24 20:27:49,@pastorlocke Very creepy.  I don’t block posts like that.  It is important to FULLY understand how sick the world h… https://t.co/3qyzTyNNqc,0,Twitter for iPhone,
David,1468107696414998528,"Redmond, WA",2023-01-24 20:27:42,"Hear hear! 
God forbid fat people live fulfilling lives at whatever size their bodies hang out at. I cringe everyti… https://t.co/NWHwNBkvIy",0,Twitter Web App,
Neil Schmidt,63418319,"Bellevue, WA",2023-01-24 20:25:04,Dude what in the actual FUCK? I swear to god this country is so poisoned it's unreal. This breeds hate. This breeds… https://t.co/zJZuQLnTpX,0,Twitter Web App,
DivineRevelations,193581127,"Seattle, WA",2023-01-24 20:00:19,"Get ready to be shaken to your core as you hear the most powerful testimony ever given. For 30 nights, Mary K Baxte… https://t.co/1IqVLlrDTi",1,Twitter Web App,
